Dia,Hora,Chuva,Temperatura,Umidade
05/02/2018,14:45:00,0.4,22,89
05/02/2018,15:00:00,0.4,22,90
05/02/2018,15:15:00,0.4,22,90
05/02/2018,15:30:00,0.4,22.3,90
05/02/2018,15:45:00,0.8,22,91
05/02/2018,16:00:00,1,22.3,91
05/02/2018,16:15:00,0.6,22,91
05/02/2018,16:30:00,0.2,21.8,92
05/02/2018,16:45:00,0.2,21.5,92
05/02/2018,17:00:00,0.2,21.8,92
05/02/2018,17:15:00,0,22,92
05/02/2018,17:30:00,0,22,92
05/02/2018,17:45:00,0,22,92
05/02/2018,18:00:00,0.2,21.8,92
05/02/2018,18:15:00,0.2,22,93
05/02/2018,18:30:00,0.2,22,92
05/02/2018,18:45:00,0,22,92
05/02/2018,19:00:00,0,21.8,92
05/02/2018,19:15:00,0,22,93
05/02/2018,19:30:00,0.2,22,94
05/02/2018,19:45:00,0.2,21.8,94
05/02/2018,20:00:00,0.2,22,94
05/02/2018,20:15:00,0,21.8,95
05/02/2018,20:30:00,0,21.8,95
05/02/2018,20:45:00,0.2,21.8,95
05/02/2018,21:00:00,0,21.5,96
05/02/2018,21:15:00,0.2,21.5,96
05/02/2018,21:30:00,0,21,96
05/02/2018,21:45:00,0,21.3,96
05/02/2018,22:00:00,0,21,96
05/02/2018,22:15:00,0,21,96
05/02/2018,22:30:00,0,21.3,96
05/02/2018,22:45:00,0,21.3,95
05/02/2018,23:00:00,0,21.3,95
05/02/2018,23:15:00,0,21.3,95
05/02/2018,23:30:00,0,21.3,95
05/02/2018,23:45:00,0,21.3,95
06/02/2018,00:00:00,0,21,96
06/02/2018,00:15:00,0,21,96
06/02/2018,00:30:00,0,21,96
06/02/2018,00:45:00,0,21,96
06/02/2018,01:00:00,0,21,96
06/02/2018,01:15:00,0,21,96
06/02/2018,01:30:00,0.2,21,96
06/02/2018,01:45:00,0,20.8,96
06/02/2018,02:00:00,0,21,96
06/02/2018,02:15:00,0,21,96
06/02/2018,02:30:00,0,21,96
06/02/2018,02:45:00,0.2,20.8,96
06/02/2018,03:00:00,0,20.8,97
06/02/2018,04:15:00,0.2,21,97
06/02/2018,04:30:00,0,21,97
06/02/2018,04:45:00,0,20.8,97
06/02/2018,05:00:00,0,20.8,97
06/02/2018,05:15:00,0,21,97
